Agency Name,County,IncidentDate,LEOKA Assignment Type (NIBRS),LEOKA Circumstance,NIBRS Crime Description,NIBRS Report Title,Victim Age (group),Victim Gender,Victim Race,Distinct Offense Victims
Hillsboro PD MIP,Washington,2/6/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Hillsboro PD MIP,Washington,3/21/2021,One Man Vehicle - Assisted,Responding to Disturbance,Aggravated Assault,Aggravated Assault,30-34,Male,White,2
Hillsboro PD MIP,Washington,12/18/2021,One Man Vehicle - Assisted,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Hillsboro PD MIP,Washington,3/16/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,Asian,1
Hillsboro PD MIP,Washington,2/9/2020,Other - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
Hillsboro PD MIP,Washington,4/25/2020,Two Man Vehicle,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
Hillsboro PD MIP,Washington,5/8/2020,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,30-34,Male,White,1
Hillsboro PD MIP,Washington,6/5/2020,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
Hillsboro PD MIP,Washington,6/22/2020,One Man Vehicle - Alone,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,30-34,Male,White,1
Hillsboro PD MIP,Washington,8/16/2020,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
Hillsboro PD MIP,Washington,10/1/2020,One Man Vehicle - Assisted,All Other,Simple Assault,Simple Assault,30-34,Male,White,1
Hillsboro PD MIP,Washington,12/18/2020,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
Hillsboro PD MIP,Washington,3/4/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,2
Hillsboro PD MIP,Washington,3/13/2021,One Man Vehicle - Assisted,All Other,Simple Assault,Simple Assault,30-34,Female,White,1
Hillsboro PD MIP,Washington,3/16/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
Hillsboro PD MIP,Washington,8/5/2021,One Man Vehicle - Alone,All Other,Simple Assault,Simple Assault,30-34,Male,White,1
Hillsboro PD MIP,Washington,8/26/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
Hillsboro PD MIP,Washington,9/27/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
Hillsboro PD MIP,Washington,9/29/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Female,White,2
Hillsboro PD MIP,Washington,9/29/2021,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,30-34,Male,White,1
Hillsboro PD MIP,Washington,10/1/2021,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
Hillsboro PD MIP,Washington,1/6/2022,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
Jackson SO,JACKSON,2/1/2022,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,30-34,Female,White,1
Jackson SO,JACKSON,3/4/2021,Other - Assisted,All Other,Simple Assault,Simple Assault,30-34,Female,White,1
Jackson SO,JACKSON,5/25/2021,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,30-34,Female,White,1
Jacksonville PD,Jackson,8/29/2021,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
Keizer PD,Marion,7/28/2021,One Man Vehicle - Alone,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,30-34,Male,Hispanic or Latino,1
Klamath SO,Klamath,12/26/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
La Grande PD,Union,9/25/2021,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,30-34,Male,White,1
La Grande PD,Union,6/18/2020,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,30-34,Male,White,1
La Grande PD,Union,6/1/2021,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
La Grande PD,Union,9/25/2021,Two Man Vehicle,Ambush/No Warning,Simple Assault,Simple Assault,30-34,Male,White,1
Lake Oswego PD,Clackamas,8/3/2020,Two Man Vehicle,Mentally Deranged,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Lincoln City PD,Lincoln,6/14/2020,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,30-34,Male,White,1
Lincoln City PD,Lincoln,9/6/2020,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
Lincoln City PD,Lincoln,3/28/2021,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
Lincoln City PD,Lincoln,10/23/2021,One Man Vehicle - Alone,Responding to Disturbance,Simple Assault,Simple Assault,30-34,Male,White,1
Lincoln City PD,Lincoln,10/23/2021,One Man Vehicle - Alone,Responding to Disturbance,Destruction/Damage/Vandalisim of Property,Vandalism,30-34,Male,White,1
Linn SO,Linn,7/15/2021,Other - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
Malheur SO,Malheur,1/27/2022,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Female,White,1
Marion SO,Marion,2/23/2022,Other - Assisted,All Other,Simple Assault,Simple Assault,30-34,Male,Hispanic or Latino,1
Marion SO,Marion,1/14/2022,Other - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Simple Assault,Simple Assault,30-34,Male,White,1
Marion SO,Marion,1/14/2022,Other - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Destruction/Damage/Vandalisim of Property,Vandalism,30-34,Male,White,1
McMinnville PD,Yamhill,6/27/2021,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,30-34,Male,White,1
McMinnville PD,Yamhill,2/28/2021,One Man Vehicle - Assisted,Mentally Deranged,Simple Assault,Simple Assault,30-34,Male,White,1
McMinnville PD,Yamhill,3/22/2021,One Man Vehicle - Assisted,Mentally Deranged,Simple Assault,Simple Assault,30-34,Male,White,1
McMinnville PD,Yamhill,5/14/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Female,White,1
McMinnville PD,Yamhill,8/6/2021,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
McMinnville PD,Yamhill,11/3/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
McMinnville PD,Yamhill,1/31/2022,One Man Vehicle - Assisted,Responding to Domestic Disturbance,Simple Assault,Simple Assault,30-34,Male,White,1
Medford PD,Jackson,6/4/2020,Two Man Vehicle,Responding to Domestic Disturbance,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Medford PD,Jackson,3/6/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Intimidation,Intimidation,30-34,Male,White,2
Medford PD,Jackson,4/20/2021,One Man Vehicle - Assisted,All Other,Intimidation,Intimidation,30-34,Male,White,1
Medford PD,Jackson,3/9/2021,One Man Vehicle - Alone,All Other,Simple Assault,Simple Assault,30-34,Male,White,1
Medford PD,Jackson,8/24/2021,One Man Vehicle - Alone,Mentally Deranged,Simple Assault,Simple Assault,30-34,Male,White,1
Milwaukie PD,Clackamas,4/6/2020,One Man Vehicle - Alone,Responding to Disturbance,Simple Assault,Simple Assault,30-34,Male,White,1
Milwaukie PD,Clackamas,11/25/2021,One Man Vehicle - Assisted,Mentally Deranged,Simple Assault,Simple Assault,30-34,Female,White,1
Milwaukie PD,Clackamas,11/25/2021,One Man Vehicle - Assisted,Mentally Deranged,Simple Assault,Simple Assault,30-34,Male,White,1
Molalla PD,Clackamas,1/28/2022,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
Mt. Angel PD,Marion,2/3/2020,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,Asian,1
Multnomah SO,Multnomah,3/11/2021,One Man Vehicle - Alone,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,30-34,Male,Black or African American,1
Multnomah SO,Multnomah,6/21/2020,Other - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,30-34,Male,Unknown,1
Multnomah SO,Multnomah,2/15/2021,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,30-34,Male,Unknown,1
Multnomah SO,Multnomah,6/6/2020,Other - Assisted,All Other,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Multnomah SO,Multnomah,7/12/2020,Other - Alone,All Other,Aggravated Assault,Aggravated Assault,30-34,Female,White,1
Multnomah SO,Multnomah,6/21/2021,Other - Alone,All Other,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Multnomah SO,Multnomah,9/16/2021,One Man Vehicle - Assisted,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Multnomah SO,Multnomah,12/29/2020,Other - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
Multnomah SO,Multnomah,6/25/2021,Two Man Vehicle,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,30-34,Male,White,1
North Bend PD,Coos,4/25/2020,One Man Vehicle - Assisted,Responding to Disturbance,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
North Bend PD,Coos,11/16/2020,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,30-34,Male,White,1
Ontario PD,Malheur,2/24/2021,One Man Vehicle - Assisted,Mentally Deranged,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Ontario PD,Malheur,4/4/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,30-34,Female,White,1
Ontario PD,Malheur,3/19/2020,One Man Vehicle - Assisted,Responding to Domestic Disturbance,Simple Assault,Simple Assault,30-34,Male,White,1
Oregon City PD,Clackamas,5/9/2020,One Man Vehicle - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Oregon City PD,Clackamas,7/18/2020,One Man Vehicle - Assisted,Responding to Disturbance,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Oregon City PD,Clackamas,9/5/2020,One Man Vehicle - Alone,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Oregon City PD,Clackamas,3/5/2021,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Oregon City PD,Clackamas,4/5/2020,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,30-34,Male,White,1
Oregon City PD,Clackamas,3/5/2021,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,30-34,Male,White,1
Oregon State Police,BENTON,1/26/2020,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,30-34,Male,Unknown,1
Oregon State Police,MARION,7/28/2021,Other - Assisted,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,30-34,Male,Unknown,1
Oregon State Police,WASCO,3/13/2021,Other - Alone,All Other,Aggravated Assault,Aggravated Assault,30-34,Male,Unknown,1
Oregon State Police,BENTON,10/5/2020,One Man Vehicle - Alone,"Civil Disorder (Riot, Mass Disobedience)",Intimidation,Intimidation,30-34,Male,Unknown,1
Pendleton PD,Umatilla,11/23/2020,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
Polk SO,Polk,12/9/2021,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,30-34,Male,White,2
Polk SO,Polk,5/27/2020,One Man Vehicle - Assisted,Mentally Deranged,Simple Assault,Simple Assault,30-34,Male,White,1
Polk SO,Polk,9/30/2020,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
Polk SO,Polk,6/30/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
Polk SO,Polk,7/19/2021,One Man Vehicle - Alone,Mentally Deranged,Simple Assault,Simple Assault,30-34,Male,White,1
Port of Portland PD,Multnomah,8/16/2020,Other - Assisted,All Other,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Port of Portland PD,Multnomah,2/24/2021,Other - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,1/16/2022,Other - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,30-34,Male,Asian,1
Portland Police Bureau MIP,Multnomah,8/18/2021,Two Man Vehicle,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,30-34,Male,Black or African American,1
Portland Police Bureau MIP,Multnomah,11/29/2021,Other - Assisted,Responding to Disturbance,Aggravated Assault,Aggravated Assault,30-34,Female,Black or African American,1
Portland Police Bureau MIP,Multnomah,7/25/2021,Other - Assisted,Mentally Deranged,Aggravated Assault,Aggravated Assault,30-34,Male,Hispanic or Latino,1
Portland Police Bureau MIP,Multnomah,7/26/2020,Other - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,30-34,Male,Unknown,1
Portland Police Bureau MIP,Multnomah,1/4/2020,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,1/14/2020,Two Man Vehicle,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,2/8/2020,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,5/15/2020,One Man Vehicle - Alone,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,6/14/2020,Other - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,6/30/2020,Other - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,30-34,Female,White,1
Portland Police Bureau MIP,Multnomah,7/13/2020,Other - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,8/24/2020,Other - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,8/31/2020,Other - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,9/5/2020,Detective or Special Assignment - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,10/10/2020,Two Man Vehicle,Responding to Disturbance,Aggravated Assault,Aggravated Assault,30-34,Male,White,2
Portland Police Bureau MIP,Multnomah,12/9/2020,Two Man Vehicle,Responding to Disturbance,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,12/23/2020,One Man Vehicle - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,1/8/2021,One Man Vehicle - Alone,Responding to Disturbance,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,2/11/2021,Other - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,3/14/2021,One Man Vehicle - Assisted,All Other,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,4/8/2021,Two Man Vehicle,Mentally Deranged,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,4/9/2021,Two Man Vehicle,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,5/16/2021,Other - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,7/20/2021,One Man Vehicle - Assisted,Responding to Disturbance,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,10/18/2021,Two Man Vehicle,Responding to Disturbance,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,10/20/2021,Two Man Vehicle,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,30-34,Female,White,1
Portland Police Bureau MIP,Multnomah,11/17/2021,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,30-34,Female,White,1
Portland Police Bureau MIP,Multnomah,11/21/2021,One Man Vehicle - Assisted,Responding to Disturbance,Aggravated Assault,Aggravated Assault,30-34,Male,White,2
Portland Police Bureau MIP,Multnomah,11/21/2021,Other - Alone,All Other,Aggravated Assault,Aggravated Assault,30-34,Female,White,1
Portland Police Bureau MIP,Multnomah,11/27/2021,Two Man Vehicle,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,30-34,Female,White,1
Portland Police Bureau MIP,Multnomah,2/2/2022,Other - Assisted,Mentally Deranged,Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,3/15/2022,Two Man Vehicle,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,30-34,Male,White,1
Portland Police Bureau MIP,Multnomah,3/27/2022,Two Man Vehicle,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,30-34,Male,Asian,1
Portland Police Bureau MIP,Multnomah,2/9/2022,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,30-34,Male,Black or African American,1
Portland Police Bureau MIP,Multnomah,8/16/2021,Two Man Vehicle,All Other,Simple Assault,Simple Assault,30-34,Male,Native Hawaiian/Other Pacific Islander,1
